model	simID	S	tree
ve	360	54	ve_360.tre
ve	363	54	ve_363.tre
ve	379	54	ve_379.tre
ve	381	54	ve_381.tre
ve	391	54	ve_391.tre
ve	521	54	ve_521.tre
ve	736	54	ve_736.tre
ve	788	54	ve_788.tre
ve	937	54	ve_937.tre
ve	941	54	ve_941.tre
ve	958	54	ve_958.tre
ve	984	54	ve_984.tre
ve	996	54	ve_996.tre
ve	1054	54	ve_1054.tre
ve	1201	54	ve_1201.tre
ve	1216	54	ve_1216.tre
ve	1280	54	ve_1280.tre
ve	1345	54	ve_1345.tre
ve	1355	54	ve_1355.tre
ve	1366	54	ve_1366.tre
ve	1561	54	ve_1561.tre
ve	1708	54	ve_1708.tre
ve	1793	54	ve_1793.tre
ve	1882	54	ve_1882.tre
ve	1897	54	ve_1897.tre
ve	1908	54	ve_1908.tre
ve	2259	54	ve_2259.tre
ve	2262	54	ve_2262.tre
ve	2275	54	ve_2275.tre
ve	2383	54	ve_2383.tre
ve	2463	54	ve_2463.tre
ve	2570	54	ve_2570.tre
ve	2712	54	ve_2712.tre
ve	2716	54	ve_2716.tre
ve	2782	54	ve_2782.tre
ve	3046	54	ve_3046.tre
ve	3079	54	ve_3079.tre
xe	826	54	xe_826.tre
ca	482	55	ca_482.tre
ca	983	55	ca_983.tre
ca	1585	55	ca_1585.tre
ca	1747	55	ca_1747.tre
ca	2093	55	ca_2093.tre
ca	2484	55	ca_2484.tre
ca	2540	55	ca_2540.tre
ca	2962	55	ca_2962.tre
fh	3	55	fh_3.tre
fh	122	55	fh_122.tre
fh	424	55	fh_424.tre
fh	514	55	fh_514.tre
fh	627	55	fh_627.tre
fh	770	55	fh_770.tre
fh	812	55	fh_812.tre
fh	933	55	fh_933.tre
fh	934	55	fh_934.tre
fh	1673	55	fh_1673.tre
fh	1839	55	fh_1839.tre
fh	1957	55	fh_1957.tre
gen	1111175	55	gen_1111175.tre
gen	1111361	55	gen_1111361.tre
gen	222246	55	gen_222246.tre
gen	2222514	55	gen_2222514.tre
gen	3333104	55	gen_3333104.tre
gen	3333139	55	gen_3333139.tre
gen	3333181	55	gen_3333181.tre
gen	3333315	55	gen_3333315.tre
gen	3333500	55	gen_3333500.tre
hs	7032	55	hs_7032.tre
hs	7603	55	hs_7603.tre
pontarp	203	55	pontarp_203.tre
pontarp	694	55	pontarp_694.tre
pontarp	943	55	pontarp_943.tre
pontarp	2032	55	pontarp_2032.tre
pontarp	2162	55	pontarp_2162.tre
pontarp	2563	55	pontarp_2563.tre
pontarp	2952	55	pontarp_2952.tre
ve	128	55	ve_128.tre
ve	146	55	ve_146.tre
ve	205	55	ve_205.tre
ve	271	55	ve_271.tre
ve	327	55	ve_327.tre
ve	387	55	ve_387.tre
ve	502	55	ve_502.tre
ve	560	55	ve_560.tre
ve	963	55	ve_963.tre
ve	1026	55	ve_1026.tre
ve	1083	55	ve_1083.tre
ve	1095	55	ve_1095.tre
ve	1162	55	ve_1162.tre
ve	1302	55	ve_1302.tre
ve	1362	55	ve_1362.tre
ve	1370	55	ve_1370.tre
ve	1404	55	ve_1404.tre
ve	1604	55	ve_1604.tre
ve	1649	55	ve_1649.tre
ve	1781	55	ve_1781.tre
ve	1808	55	ve_1808.tre
ve	2030	55	ve_2030.tre
ve	2054	55	ve_2054.tre
ve	2066	55	ve_2066.tre
ve	2111	55	ve_2111.tre
ve	2177	55	ve_2177.tre
ve	2355	55	ve_2355.tre
ve	2363	55	ve_2363.tre
ve	2762	55	ve_2762.tre
ve	2788	55	ve_2788.tre
ve	2909	55	ve_2909.tre
ve	2931	55	ve_2931.tre
ve	2940	55	ve_2940.tre
ve	2984	55	ve_2984.tre
ve	2989	55	ve_2989.tre
ve	3003	55	ve_3003.tre
xe	777	55	xe_777.tre
xe	960	55	xe_960.tre
ca	984	56	ca_984.tre
ca	1234	56	ca_1234.tre
ca	1457	56	ca_1457.tre
ca	1951	56	ca_1951.tre
ca	2075	56	ca_2075.tre
ca	2111	56	ca_2111.tre
ca	2329	56	ca_2329.tre
ca	2672	56	ca_2672.tre
fh	148	56	fh_148.tre
fh	179	56	fh_179.tre
fh	315	56	fh_315.tre
fh	387	56	fh_387.tre
fh	696	56	fh_696.tre
fh	900	56	fh_900.tre
fh	1189	56	fh_1189.tre
fh	1273	56	fh_1273.tre
fh	1666	56	fh_1666.tre
fh	1717	56	fh_1717.tre
fh	1818	56	fh_1818.tre
gen	1111178	56	gen_1111178.tre
gen	1111551	56	gen_1111551.tre
gen	2222140	56	gen_2222140.tre
gen	2222494	56	gen_2222494.tre
gen	2222579	56	gen_2222579.tre
gen	333393	56	gen_333393.tre
gen	3333103	56	gen_3333103.tre
gen	3333511	56	gen_3333511.tre
hs	6617	56	hs_6617.tre
hs	6698	56	hs_6698.tre
hs	6829	56	hs_6829.tre
hs	7786	56	hs_7786.tre
hs	8147	56	hs_8147.tre
pontarp	82	56	pontarp_82.tre
pontarp	382	56	pontarp_382.tre
pontarp	402	56	pontarp_402.tre
pontarp	524	56	pontarp_524.tre
pontarp	1882	56	pontarp_1882.tre
pontarp	2282	56	pontarp_2282.tre
pontarp	2474	56	pontarp_2474.tre
pontarp	2644	56	pontarp_2644.tre
pontarp	2954	56	pontarp_2954.tre
ve	62	56	ve_62.tre
ve	70	56	ve_70.tre
ve	342	56	ve_342.tre
ve	509	56	ve_509.tre
ve	636	56	ve_636.tre
ve	680	56	ve_680.tre
ve	726	56	ve_726.tre
ve	1172	56	ve_1172.tre
ve	1188	56	ve_1188.tre
ve	1238	56	ve_1238.tre
ve	1264	56	ve_1264.tre
ve	1284	56	ve_1284.tre
ve	1296	56	ve_1296.tre
ve	1314	56	ve_1314.tre
ve	1408	56	ve_1408.tre
ve	1442	56	ve_1442.tre
ve	1550	56	ve_1550.tre
ve	1636	56	ve_1636.tre
ve	1678	56	ve_1678.tre
ve	1762	56	ve_1762.tre
ve	1814	56	ve_1814.tre
ve	1874	56	ve_1874.tre
ve	2119	56	ve_2119.tre
ve	2142	56	ve_2142.tre
ve	2220	56	ve_2220.tre
ve	2280	56	ve_2280.tre
ve	2369	56	ve_2369.tre
ve	2465	56	ve_2465.tre
ve	2636	56	ve_2636.tre
ve	2682	56	ve_2682.tre
ve	2694	56	ve_2694.tre
ve	3077	56	ve_3077.tre
ve	3147	56	ve_3147.tre
xe	847	56	xe_847.tre
xe	894	56	xe_894.tre
ca	407	57	ca_407.tre
ca	420	57	ca_420.tre
ca	705	57	ca_705.tre
ca	1304	57	ca_1304.tre
ca	1397	57	ca_1397.tre
ca	1458	57	ca_1458.tre
ca	1686	57	ca_1686.tre
ca	1885	57	ca_1885.tre
ca	1893	57	ca_1893.tre
ca	2276	57	ca_2276.tre
fh	49	57	fh_49.tre
fh	76	57	fh_76.tre
fh	1335	57	fh_1335.tre
fh	1665	57	fh_1665.tre
fh	1850	57	fh_1850.tre
fh	1914	57	fh_1914.tre
fh	1925	57	fh_1925.tre
gen	1111450	57	gen_1111450.tre
gen	1111528	57	gen_1111528.tre
gen	222296	57	gen_222296.tre
hs	6754	57	hs_6754.tre
hs	7163	57	hs_7163.tre
hs	7393	57	hs_7393.tre
hs	7829	57	hs_7829.tre
pontarp	984	57	pontarp_984.tre
pontarp	1182	57	pontarp_1182.tre
pontarp	1482	57	pontarp_1482.tre
pontarp	1714	57	pontarp_1714.tre
pontarp	2153	57	pontarp_2153.tre
ve	29	57	ve_29.tre
ve	99	57	ve_99.tre
ve	129	57	ve_129.tre
ve	499	57	ve_499.tre
ve	519	57	ve_519.tre
ve	683	57	ve_683.tre
ve	745	57	ve_745.tre
ve	748	57	ve_748.tre
ve	765	57	ve_765.tre
ve	783	57	ve_783.tre
ve	843	57	ve_843.tre
ve	844	57	ve_844.tre
ve	964	57	ve_964.tre
ve	999	57	ve_999.tre
ve	1049	57	ve_1049.tre
ve	1113	57	ve_1113.tre
ve	1261	57	ve_1261.tre
ve	1544	57	ve_1544.tre
ve	1592	57	ve_1592.tre
ve	1733	57	ve_1733.tre
ve	1915	57	ve_1915.tre
ve	1923	57	ve_1923.tre
ve	1958	57	ve_1958.tre
ve	1965	57	ve_1965.tre
ve	2003	57	ve_2003.tre
ve	2027	57	ve_2027.tre
ve	2152	57	ve_2152.tre
ve	2319	57	ve_2319.tre
ve	2679	57	ve_2679.tre
ve	2771	57	ve_2771.tre
ve	2775	57	ve_2775.tre
ve	2822	57	ve_2822.tre
ve	2827	57	ve_2827.tre
ve	2896	57	ve_2896.tre
ve	2906	57	ve_2906.tre
ve	2997	57	ve_2997.tre
ve	3108	57	ve_3108.tre
xe	27	57	xe_27.tre
xe	281	57	xe_281.tre
xe	810	57	xe_810.tre
ca	419	58	ca_419.tre
ca	1096	58	ca_1096.tre
ca	1411	58	ca_1411.tre
ca	1559	58	ca_1559.tre
ca	2277	58	ca_2277.tre
ca	2473	58	ca_2473.tre
ca	2480	58	ca_2480.tre
ca	2628	58	ca_2628.tre
fh	115	58	fh_115.tre
fh	216	58	fh_216.tre
fh	428	58	fh_428.tre
fh	567	58	fh_567.tre
fh	698	58	fh_698.tre
fh	747	58	fh_747.tre
fh	788	58	fh_788.tre
fh	1122	58	fh_1122.tre
fh	1198	58	fh_1198.tre
fh	1860	58	fh_1860.tre
fh	1877	58	fh_1877.tre
fh	1878	58	fh_1878.tre
gen	111137	58	gen_111137.tre
gen	111146	58	gen_111146.tre
gen	1111443	58	gen_1111443.tre
gen	1111600	58	gen_1111600.tre
gen	2222510	58	gen_2222510.tre
gen	333335	58	gen_333335.tre
gen	3333266	58	gen_3333266.tre
gen	3333533	58	gen_3333533.tre
hs	6762	58	hs_6762.tre
hs	7074	58	hs_7074.tre
pontarp	112	58	pontarp_112.tre
pontarp	433	58	pontarp_433.tre
pontarp	712	58	pontarp_712.tre
pontarp	823	58	pontarp_823.tre
pontarp	1044	58	pontarp_1044.tre
pontarp	1114	58	pontarp_1114.tre
pontarp	1193	58	pontarp_1193.tre
pontarp	1312	58	pontarp_1312.tre
pontarp	1402	58	pontarp_1402.tre
pontarp	1593	58	pontarp_1593.tre
pontarp	1773	58	pontarp_1773.tre
pontarp	1803	58	pontarp_1803.tre
pontarp	1993	58	pontarp_1993.tre
pontarp	2263	58	pontarp_2263.tre
pontarp	2343	58	pontarp_2343.tre
pontarp	2603	58	pontarp_2603.tre
ve	217	58	ve_217.tre
ve	266	58	ve_266.tre
ve	369	58	ve_369.tre
ve	969	58	ve_969.tre
ve	980	58	ve_980.tre
ve	1051	58	ve_1051.tre
ve	1117	58	ve_1117.tre
ve	1221	58	ve_1221.tre
ve	1292	58	ve_1292.tre
ve	1338	58	ve_1338.tre
ve	1377	58	ve_1377.tre
ve	1532	58	ve_1532.tre
ve	1611	58	ve_1611.tre
ve	1811	58	ve_1811.tre
ve	1822	58	ve_1822.tre
ve	1862	58	ve_1862.tre
ve	1990	58	ve_1990.tre
ve	2056	58	ve_2056.tre
ve	2058	58	ve_2058.tre
ve	2071	58	ve_2071.tre
ve	2267	58	ve_2267.tre
ve	2294	58	ve_2294.tre
ve	2438	58	ve_2438.tre
ve	2456	58	ve_2456.tre
ve	2471	58	ve_2471.tre
ve	2551	58	ve_2551.tre
ve	2584	58	ve_2584.tre
ve	2800	58	ve_2800.tre
ve	3060	58	ve_3060.tre
ve	3098	58	ve_3098.tre
ve	3112	58	ve_3112.tre
xe	717	58	xe_717.tre
ca	204	59	ca_204.tre
ca	760	59	ca_760.tre
ca	774	59	ca_774.tre
ca	790	59	ca_790.tre
ca	951	59	ca_951.tre
ca	1246	59	ca_1246.tre
ca	2098	59	ca_2098.tre
ca	2221	59	ca_2221.tre
ca	3022	59	ca_3022.tre
fh	125	59	fh_125.tre
fh	327	59	fh_327.tre
fh	682	59	fh_682.tre
fh	740	59	fh_740.tre
fh	817	59	fh_817.tre
fh	837	59	fh_837.tre
fh	1098	59	fh_1098.tre
fh	1159	59	fh_1159.tre
fh	1862	59	fh_1862.tre
fh	1890	59	fh_1890.tre
gen	1111198	59	gen_1111198.tre
gen	1111556	59	gen_1111556.tre
gen	22229	59	gen_22229.tre
hs	7156	59	hs_7156.tre
hs	7347	59	hs_7347.tre
hs	7616	59	hs_7616.tre
hs	7683	59	hs_7683.tre
pontarp	732	59	pontarp_732.tre
pontarp	794	59	pontarp_794.tre
pontarp	903	59	pontarp_903.tre
pontarp	1124	59	pontarp_1124.tre
pontarp	1374	59	pontarp_1374.tre
pontarp	1434	59	pontarp_1434.tre
pontarp	2154	59	pontarp_2154.tre
pontarp	2254	59	pontarp_2254.tre
pontarp	2814	59	pontarp_2814.tre
ve	48	59	ve_48.tre
ve	209	59	ve_209.tre
ve	239	59	ve_239.tre
ve	353	59	ve_353.tre
ve	506	59	ve_506.tre
ve	983	59	ve_983.tre
ve	1093	59	ve_1093.tre
ve	1159	59	ve_1159.tre
ve	1585	59	ve_1585.tre
ve	1744	59	ve_1744.tre
ve	1837	59	ve_1837.tre
ve	1954	59	ve_1954.tre
ve	2073	59	ve_2073.tre
ve	2435	59	ve_2435.tre
ve	2504	59	ve_2504.tre
ve	2657	59	ve_2657.tre
ve	2687	59	ve_2687.tre
ve	2723	59	ve_2723.tre
ve	2869	59	ve_2869.tre
ve	2936	59	ve_2936.tre
ve	3013	59	ve_3013.tre
ve	3153	59	ve_3153.tre
xe	47	59	xe_47.tre
xe	663	59	xe_663.tre
xe	773	59	xe_773.tre
xe	876	59	xe_876.tre
ca	589	60	ca_589.tre
ca	1533	60	ca_1533.tre
ca	1608	60	ca_1608.tre
ca	1965	60	ca_1965.tre
ca	2553	60	ca_2553.tre
ca	2660	60	ca_2660.tre
fh	1149	60	fh_1149.tre
fh	1886	60	fh_1886.tre
fh	1919	60	fh_1919.tre
gen	111162	60	gen_111162.tre
gen	111192	60	gen_111192.tre
gen	2222107	60	gen_2222107.tre
gen	2222554	60	gen_2222554.tre
gen	333359	60	gen_333359.tre
hs	6545	60	hs_6545.tre
hs	7908	60	hs_7908.tre
hs	7952	60	hs_7952.tre
hs	8290	60	hs_8290.tre
pontarp	734	60	pontarp_734.tre
pontarp	1453	60	pontarp_1453.tre
pontarp	2043	60	pontarp_2043.tre
pontarp	2694	60	pontarp_2694.tre
ve	43	60	ve_43.tre
ve	194	60	ve_194.tre
ve	733	60	ve_733.tre
ve	906	60	ve_906.tre
ve	1031	60	ve_1031.tre
ve	1058	60	ve_1058.tre
ve	1114	60	ve_1114.tre
ve	1290	60	ve_1290.tre
ve	1624	60	ve_1624.tre
ve	1851	60	ve_1851.tre
ve	1996	60	ve_1996.tre
ve	2078	60	ve_2078.tre
ve	2082	60	ve_2082.tre
ve	2287	60	ve_2287.tre
ve	2398	60	ve_2398.tre
ve	2533	60	ve_2533.tre
ve	2567	60	ve_2567.tre
ve	2681	60	ve_2681.tre
ve	2728	60	ve_2728.tre
ve	2807	60	ve_2807.tre
ve	2856	60	ve_2856.tre
ve	2901	60	ve_2901.tre
ve	3010	60	ve_3010.tre
ve	3057	60	ve_3057.tre
ve	3085	60	ve_3085.tre
ve	3163	60	ve_3163.tre
xe	740	60	xe_740.tre
xe	943	60	xe_943.tre
ca	1104	61	ca_1104.tre
ca	1369	61	ca_1369.tre
ca	2481	61	ca_2481.tre
ca	2964	61	ca_2964.tre
ca	3014	61	ca_3014.tre
fh	45	61	fh_45.tre
fh	247	61	fh_247.tre
fh	689	61	fh_689.tre
fh	881	61	fh_881.tre
fh	1233	61	fh_1233.tre
fh	1470	61	fh_1470.tre
fh	1558	61	fh_1558.tre
fh	1576	61	fh_1576.tre
fh	1967	61	fh_1967.tre
gen	1111570	61	gen_1111570.tre
gen	222227	61	gen_222227.tre
gen	3333344	61	gen_3333344.tre
gen	3333475	61	gen_3333475.tre
hs	6797	61	hs_6797.tre
hs	7407	61	hs_7407.tre
pontarp	322	61	pontarp_322.tre
pontarp	484	61	pontarp_484.tre
pontarp	653	61	pontarp_653.tre
pontarp	814	61	pontarp_814.tre
pontarp	852	61	pontarp_852.tre
pontarp	1682	61	pontarp_1682.tre
pontarp	2193	61	pontarp_2193.tre
pontarp	2194	61	pontarp_2194.tre
pontarp	2322	61	pontarp_2322.tre
pontarp	2384	61	pontarp_2384.tre
pontarp	2453	61	pontarp_2453.tre
pontarp	2752	61	pontarp_2752.tre
ve	28	61	ve_28.tre
ve	189	61	ve_189.tre
ve	255	61	ve_255.tre
ve	488	61	ve_488.tre
ve	489	61	ve_489.tre
ve	492	61	ve_492.tre
ve	592	61	ve_592.tre
ve	605	61	ve_605.tre
ve	1175	61	ve_1175.tre
ve	1423	61	ve_1423.tre
ve	1549	61	ve_1549.tre
ve	1810	61	ve_1810.tre
ve	2089	61	ve_2089.tre
ve	2131	61	ve_2131.tre
ve	2160	61	ve_2160.tre
ve	2245	61	ve_2245.tre
ve	2247	61	ve_2247.tre
ve	2485	61	ve_2485.tre
ve	2520	61	ve_2520.tre
ve	2532	61	ve_2532.tre
ve	2600	61	ve_2600.tre
ve	2833	61	ve_2833.tre
ve	3034	61	ve_3034.tre
xe	802	61	xe_802.tre
xe	977	61	xe_977.tre
ca	1248	62	ca_1248.tre
ca	1398	62	ca_1398.tre
ca	1522	62	ca_1522.tre
ca	1822	62	ca_1822.tre
ca	2342	62	ca_2342.tre
ca	2448	62	ca_2448.tre
ca	2731	62	ca_2731.tre
fh	818	62	fh_818.tre
fh	876	62	fh_876.tre
fh	959	62	fh_959.tre
fh	1937	62	fh_1937.tre
gen	1111136	62	gen_1111136.tre
gen	1111160	62	gen_1111160.tre
gen	22222	62	gen_22222.tre
gen	2222473	62	gen_2222473.tre
gen	3333526	62	gen_3333526.tre
hs	6644	62	hs_6644.tre
hs	7535	62	hs_7535.tre
pontarp	252	62	pontarp_252.tre
pontarp	302	62	pontarp_302.tre
pontarp	414	62	pontarp_414.tre
pontarp	552	62	pontarp_552.tre
pontarp	764	62	pontarp_764.tre
pontarp	893	62	pontarp_893.tre
pontarp	1013	62	pontarp_1013.tre
pontarp	1343	62	pontarp_1343.tre
pontarp	1533	62	pontarp_1533.tre
pontarp	1674	62	pontarp_1674.tre
pontarp	2522	62	pontarp_2522.tre
pontarp	2544	62	pontarp_2544.tre
pontarp	2723	62	pontarp_2723.tre
pontarp	2953	62	pontarp_2953.tre
ve	23	62	ve_23.tre
ve	103	62	ve_103.tre
ve	219	62	ve_219.tre
ve	386	62	ve_386.tre
ve	562	62	ve_562.tre
ve	607	62	ve_607.tre
ve	741	62	ve_741.tre
ve	769	62	ve_769.tre
ve	1223	62	ve_1223.tre
ve	1494	62	ve_1494.tre
ve	1715	62	ve_1715.tre
ve	1741	62	ve_1741.tre
ve	2337	62	ve_2337.tre
ve	2388	62	ve_2388.tre
ve	2477	62	ve_2477.tre
ve	2635	62	ve_2635.tre
ve	2969	62	ve_2969.tre
ve	3102	62	ve_3102.tre
ve	3169	62	ve_3169.tre
xe	267	62	xe_267.tre
xe	853	62	xe_853.tre
xe	861	62	xe_861.tre
ca	345	63	ca_345.tre
ca	358	63	ca_358.tre
ca	385	63	ca_385.tre
ca	700	63	ca_700.tre
ca	703	63	ca_703.tre
ca	1134	63	ca_1134.tre
ca	1449	63	ca_1449.tre
ca	1796	63	ca_1796.tre
ca	2847	63	ca_2847.tre
fh	303	63	fh_303.tre
fh	745	63	fh_745.tre
fh	887	63	fh_887.tre
fh	1454	63	fh_1454.tre
fh	1756	63	fh_1756.tre
fh	1856	63	fh_1856.tre
fh	1950	63	fh_1950.tre
gen	1111408	63	gen_1111408.tre
gen	2222497	63	gen_2222497.tre
gen	3333286	63	gen_3333286.tre
gen	3333292	63	gen_3333292.tre
gen	3333422	63	gen_3333422.tre
hs	7546	63	hs_7546.tre
hs	7718	63	hs_7718.tre
pontarp	503	63	pontarp_503.tre
pontarp	673	63	pontarp_673.tre
pontarp	1064	63	pontarp_1064.tre
pontarp	1154	63	pontarp_1154.tre
pontarp	1392	63	pontarp_1392.tre
pontarp	1842	63	pontarp_1842.tre
pontarp	2073	63	pontarp_2073.tre
pontarp	2293	63	pontarp_2293.tre
pontarp	2524	63	pontarp_2524.tre
ve	172	63	ve_172.tre
ve	403	63	ve_403.tre
ve	564	63	ve_564.tre
ve	567	63	ve_567.tre
ve	817	63	ve_817.tre
ve	866	63	ve_866.tre
ve	974	63	ve_974.tre
ve	1015	63	ve_1015.tre
ve	1063	63	ve_1063.tre
ve	1282	63	ve_1282.tre
ve	1365	63	ve_1365.tre
ve	1618	63	ve_1618.tre
ve	1631	63	ve_1631.tre
ve	1727	63	ve_1727.tre
ve	1791	63	ve_1791.tre
ve	2006	63	ve_2006.tre
ve	2061	63	ve_2061.tre
ve	2068	63	ve_2068.tre
ve	2118	63	ve_2118.tre
ve	2217	63	ve_2217.tre
ve	2412	63	ve_2412.tre
ve	2899	63	ve_2899.tre
ve	2985	63	ve_2985.tre
ve	3054	63	ve_3054.tre
ve	3172	63	ve_3172.tre
xe	856	63	xe_856.tre
ca	640	64	ca_640.tre
ca	1060	64	ca_1060.tre
ca	1371	64	ca_1371.tre
ca	2046	64	ca_2046.tre
ca	2102	64	ca_2102.tre
ca	2407	64	ca_2407.tre
ca	2627	64	ca_2627.tre
ca	2940	64	ca_2940.tre
fh	294	64	fh_294.tre
fh	397	64	fh_397.tre
fh	423	64	fh_423.tre
fh	798	64	fh_798.tre
fh	1942	64	fh_1942.tre
gen	111196	64	gen_111196.tre
gen	2222339	64	gen_2222339.tre
gen	2222464	64	gen_2222464.tre
gen	3333190	64	gen_3333190.tre
gen	3333257	64	gen_3333257.tre
hs	6917	64	hs_6917.tre
hs	7120	64	hs_7120.tre
pontarp	202	64	pontarp_202.tre
pontarp	573	64	pontarp_573.tre
pontarp	683	64	pontarp_683.tre
pontarp	922	64	pontarp_922.tre
pontarp	1242	64	pontarp_1242.tre
pontarp	1313	64	pontarp_1313.tre
pontarp	1672	64	pontarp_1672.tre
pontarp	1703	64	pontarp_1703.tre
pontarp	1852	64	pontarp_1852.tre
pontarp	1914	64	pontarp_1914.tre
pontarp	2003	64	pontarp_2003.tre
pontarp	2064	64	pontarp_2064.tre
pontarp	2363	64	pontarp_2363.tre
pontarp	2622	64	pontarp_2622.tre
pontarp	2824	64	pontarp_2824.tre
ve	17	64	ve_17.tre
ve	22	64	ve_22.tre
ve	242	64	ve_242.tre
ve	301	64	ve_301.tre
ve	401	64	ve_401.tre
ve	406	64	ve_406.tre
ve	569	64	ve_569.tre
ve	579	64	ve_579.tre
ve	642	64	ve_642.tre
ve	690	64	ve_690.tre
ve	714	64	ve_714.tre
ve	912	64	ve_912.tre
ve	973	64	ve_973.tre
ve	1023	64	ve_1023.tre
ve	1138	64	ve_1138.tre
ve	1449	64	ve_1449.tre
ve	1591	64	ve_1591.tre
ve	1684	64	ve_1684.tre
ve	1778	64	ve_1778.tre
ve	1817	64	ve_1817.tre
ve	1913	64	ve_1913.tre
ve	1966	64	ve_1966.tre
ve	2203	64	ve_2203.tre
ve	2469	64	ve_2469.tre
ve	2574	64	ve_2574.tre
ve	2645	64	ve_2645.tre
ve	2938	64	ve_2938.tre
ve	3122	64	ve_3122.tre
ve	3164	64	ve_3164.tre
ca	203	65	ca_203.tre
ca	381	65	ca_381.tre
ca	773	65	ca_773.tre
ca	1321	65	ca_1321.tre
ca	1540	65	ca_1540.tre
ca	1715	65	ca_1715.tre
ca	1754	65	ca_1754.tre
ca	1797	65	ca_1797.tre
ca	1964	65	ca_1964.tre
ca	2926	65	ca_2926.tre
ca	2928	65	ca_2928.tre
ca	2939	65	ca_2939.tre
fh	136	65	fh_136.tre
fh	1332	65	fh_1332.tre
gen	111160	65	gen_111160.tre
gen	1111339	65	gen_1111339.tre
gen	222256	65	gen_222256.tre
pontarp	184	65	pontarp_184.tre
pontarp	1583	65	pontarp_1583.tre
pontarp	1633	65	pontarp_1633.tre
pontarp	1644	65	pontarp_1644.tre
pontarp	1883	65	pontarp_1883.tre
pontarp	1954	65	pontarp_1954.tre
pontarp	2883	65	pontarp_2883.tre
ve	54	65	ve_54.tre
ve	85	65	ve_85.tre
ve	358	65	ve_358.tre
ve	395	65	ve_395.tre
ve	822	65	ve_822.tre
ve	997	65	ve_997.tre
ve	1193	65	ve_1193.tre
ve	1845	65	ve_1845.tre
ve	2246	65	ve_2246.tre
ve	2289	65	ve_2289.tre
ve	2384	65	ve_2384.tre
ve	2536	65	ve_2536.tre
ve	2804	65	ve_2804.tre
ve	2881	65	ve_2881.tre
ve	3161	65	ve_3161.tre
ca	249	66	ca_249.tre
ca	384	66	ca_384.tre
ca	1331	66	ca_1331.tre
ca	1370	66	ca_1370.tre
ca	1429	66	ca_1429.tre
ca	1431	66	ca_1431.tre
ca	1524	66	ca_1524.tre
ca	1685	66	ca_1685.tre
ca	1755	66	ca_1755.tre
ca	2043	66	ca_2043.tre
ca	2060	66	ca_2060.tre
ca	2223	66	ca_2223.tre
ca	2474	66	ca_2474.tre
ca	2780	66	ca_2780.tre
ca	2925	66	ca_2925.tre
fh	709	66	fh_709.tre
fh	948	66	fh_948.tre
fh	1014	66	fh_1014.tre
gen	1111432	66	gen_1111432.tre
gen	2222278	66	gen_2222278.tre
gen	2222590	66	gen_2222590.tre
gen	3333505	66	gen_3333505.tre
pontarp	132	66	pontarp_132.tre
pontarp	333	66	pontarp_333.tre
pontarp	394	66	pontarp_394.tre
pontarp	854	66	pontarp_854.tre
pontarp	1503	66	pontarp_1503.tre
pontarp	1652	66	pontarp_1652.tre
pontarp	1753	66	pontarp_1753.tre
pontarp	1832	66	pontarp_1832.tre
pontarp	2063	66	pontarp_2063.tre
pontarp	2424	66	pontarp_2424.tre
pontarp	2822	66	pontarp_2822.tre
ve	315	66	ve_315.tre
ve	428	66	ve_428.tre
ve	610	66	ve_610.tre
ve	869	66	ve_869.tre
ve	982	66	ve_982.tre
ve	1105	66	ve_1105.tre
ve	1461	66	ve_1461.tre
ve	1680	66	ve_1680.tre
ve	1841	66	ve_1841.tre
ve	1957	66	ve_1957.tre
ve	2347	66	ve_2347.tre
ve	2393	66	ve_2393.tre
ve	2625	66	ve_2625.tre
ve	2876	66	ve_2876.tre
ve	3024	66	ve_3024.tre
ve	3084	66	ve_3084.tre
xe	647	66	xe_647.tre
xe	898	66	xe_898.tre
ca	158	67	ca_158.tre
ca	159	67	ca_159.tre
ca	513	67	ca_513.tre
ca	685	67	ca_685.tre
ca	709	67	ca_709.tre
ca	844	67	ca_844.tre
ca	1019	67	ca_1019.tre
ca	1158	67	ca_1158.tre
ca	1657	67	ca_1657.tre
ca	1953	67	ca_1953.tre
ca	3015	67	ca_3015.tre
fh	764	67	fh_764.tre
gen	1111316	67	gen_1111316.tre
gen	333325	67	gen_333325.tre
hs	7477	67	hs_7477.tre
pontarp	24	67	pontarp_24.tre
pontarp	282	67	pontarp_282.tre
pontarp	412	67	pontarp_412.tre
pontarp	482	67	pontarp_482.tre
pontarp	574	67	pontarp_574.tre
pontarp	613	67	pontarp_613.tre
pontarp	684	67	pontarp_684.tre
pontarp	774	67	pontarp_774.tre
pontarp	992	67	pontarp_992.tre
pontarp	1534	67	pontarp_1534.tre
pontarp	2272	67	pontarp_2272.tre
pontarp	2963	67	pontarp_2963.tre
ve	68	67	ve_68.tre
ve	288	67	ve_288.tre
ve	561	67	ve_561.tre
ve	565	67	ve_565.tre
ve	646	67	ve_646.tre
ve	885	67	ve_885.tre
ve	967	67	ve_967.tre
ve	1101	67	ve_1101.tre
ve	1218	67	ve_1218.tre
ve	1294	67	ve_1294.tre
ve	1316	67	ve_1316.tre
ve	1798	67	ve_1798.tre
ve	1847	67	ve_1847.tre
ve	1924	67	ve_1924.tre
ve	1942	67	ve_1942.tre
ve	2022	67	ve_2022.tre
ve	2219	67	ve_2219.tre
ve	2248	67	ve_2248.tre
ve	2528	67	ve_2528.tre
